pkid,layers,method,backend,shots,ARG,in_constraints_probs,best_solution_probs,iteration_count
0,10,penalty,FakeKyiv,16,depth
0,10,cyclic,FakeKyiv,16,depth
0,1,commute,FakeKyiv,16,depth
0,10,HEA,FakeKyiv,16,depth
0,10,penalty,FakeKyiv,16,depth
0,10,cyclic,FakeKyiv,16,depth
0,1,commute,FakeKyiv,16,depth
0,10,HEA,FakeKyiv,16,depth
0,10,penalty,FakeKyiv,16,depth
0,10,cyclic,FakeKyiv,16,depth
0,1,commute,FakeKyiv,16,depth
0,10,HEA,FakeKyiv,16,depth
1,10,penalty,FakeKyiv,16,depth
1,10,cyclic,FakeKyiv,16,depth
1,1,commute,FakeKyiv,16,depth
1,10,HEA,FakeKyiv,16,depth
1,10,penalty,FakeKyiv,16,depth
1,10,cyclic,FakeKyiv,16,depth
1,1,commute,FakeKyiv,16,depth
1,10,HEA,FakeKyiv,16,depth
1,10,penalty,FakeKyiv,16,depth
1,10,cyclic,FakeKyiv,16,depth
1,1,commute,FakeKyiv,16,depth
1,10,HEA,FakeKyiv,16,depth
2,10,penalty,FakeKyiv,16,depth
2,10,cyclic,FakeKyiv,16,depth
2,1,commute,FakeKyiv,16,depth
2,10,HEA,FakeKyiv,16,depth
2,10,penalty,FakeKyiv,16,depth
2,10,cyclic,FakeKyiv,16,depth
2,1,commute,FakeKyiv,16,depth
2,10,HEA,FakeKyiv,16,depth
2,10,penalty,FakeKyiv,16,depth
2,10,cyclic,FakeKyiv,16,depth
2,1,commute,FakeKyiv,16,depth
2,10,HEA,FakeKyiv,16,depth
0,10,penalty,FakeKyiv,64,depth
0,10,cyclic,FakeKyiv,64,depth
0,1,commute,FakeKyiv,64,depth
0,10,HEA,FakeKyiv,64,depth
0,10,penalty,FakeKyiv,64,depth
0,10,cyclic,FakeKyiv,64,depth
0,1,commute,FakeKyiv,64,depth
0,10,HEA,FakeKyiv,64,depth
0,10,penalty,FakeKyiv,64,depth
0,10,cyclic,FakeKyiv,64,depth
0,1,commute,FakeKyiv,64,depth
0,10,HEA,FakeKyiv,64,depth
1,10,penalty,FakeKyiv,64,depth
1,10,cyclic,FakeKyiv,64,depth
1,1,commute,FakeKyiv,64,depth
1,10,HEA,FakeKyiv,64,depth
1,10,penalty,FakeKyiv,64,depth
1,10,cyclic,FakeKyiv,64,depth
1,1,commute,FakeKyiv,64,depth
1,10,HEA,FakeKyiv,64,depth
1,10,penalty,FakeKyiv,64,depth
1,10,cyclic,FakeKyiv,64,depth
1,1,commute,FakeKyiv,64,depth
1,10,HEA,FakeKyiv,64,depth
2,10,penalty,FakeKyiv,64,depth
2,10,cyclic,FakeKyiv,64,depth
2,1,commute,FakeKyiv,64,depth
2,10,HEA,FakeKyiv,64,depth
2,10,penalty,FakeKyiv,64,depth
2,10,cyclic,FakeKyiv,64,depth
2,1,commute,FakeKyiv,64,depth
2,10,HEA,FakeKyiv,64,depth
2,10,penalty,FakeKyiv,64,depth
2,10,cyclic,FakeKyiv,64,depth
2,1,commute,FakeKyiv,64,depth
2,10,HEA,FakeKyiv,64,depth
0,10,penalty,FakeKyiv,256,depth
0,10,cyclic,FakeKyiv,256,depth
0,1,commute,FakeKyiv,256,depth
0,10,HEA,FakeKyiv,256,depth
0,10,penalty,FakeKyiv,256,depth
0,10,cyclic,FakeKyiv,256,depth
0,1,commute,FakeKyiv,256,depth
0,10,HEA,FakeKyiv,256,depth
0,10,penalty,FakeKyiv,256,depth
0,10,cyclic,FakeKyiv,256,depth
0,1,commute,FakeKyiv,256,depth
0,10,HEA,FakeKyiv,256,depth
1,10,penalty,FakeKyiv,256,depth
1,10,cyclic,FakeKyiv,256,depth
1,1,commute,FakeKyiv,256,depth
1,10,HEA,FakeKyiv,256,depth
1,10,penalty,FakeKyiv,256,depth
1,10,cyclic,FakeKyiv,256,depth
1,1,commute,FakeKyiv,256,depth
1,10,HEA,FakeKyiv,256,depth
1,10,penalty,FakeKyiv,256,depth
1,10,cyclic,FakeKyiv,256,depth
1,1,commute,FakeKyiv,256,depth
1,10,HEA,FakeKyiv,256,depth
2,10,penalty,FakeKyiv,256,depth
2,10,cyclic,FakeKyiv,256,depth
2,1,commute,FakeKyiv,256,depth
2,10,HEA,FakeKyiv,256,depth
2,10,penalty,FakeKyiv,256,depth
2,10,cyclic,FakeKyiv,256,depth
2,1,commute,FakeKyiv,256,depth
2,10,HEA,FakeKyiv,256,depth
2,10,penalty,FakeKyiv,256,depth
2,10,cyclic,FakeKyiv,256,depth
2,1,commute,FakeKyiv,256,depth
2,10,HEA,FakeKyiv,256,depth
0,10,penalty,FakeKyiv,1024,depth
0,10,cyclic,FakeKyiv,1024,depth
0,1,commute,FakeKyiv,1024,depth
0,10,HEA,FakeKyiv,1024,depth
0,10,penalty,FakeKyiv,1024,depth
0,10,cyclic,FakeKyiv,1024,depth
0,1,commute,FakeKyiv,1024,depth
0,10,HEA,FakeKyiv,1024,depth
0,10,penalty,FakeKyiv,1024,depth
0,10,cyclic,FakeKyiv,1024,depth
0,1,commute,FakeKyiv,1024,depth
0,10,HEA,FakeKyiv,1024,depth
1,10,penalty,FakeKyiv,1024,depth
1,10,cyclic,FakeKyiv,1024,depth
1,1,commute,FakeKyiv,1024,depth
1,10,HEA,FakeKyiv,1024,depth
1,10,penalty,FakeKyiv,1024,depth
1,10,cyclic,FakeKyiv,1024,depth
1,1,commute,FakeKyiv,1024,depth
1,10,HEA,FakeKyiv,1024,depth
1,10,penalty,FakeKyiv,1024,depth
1,10,cyclic,FakeKyiv,1024,depth
1,1,commute,FakeKyiv,1024,depth
1,10,HEA,FakeKyiv,1024,depth
2,10,penalty,FakeKyiv,1024,depth
2,10,cyclic,FakeKyiv,1024,depth
2,1,commute,FakeKyiv,1024,depth
2,10,HEA,FakeKyiv,1024,depth
2,10,penalty,FakeKyiv,1024,depth
2,10,cyclic,FakeKyiv,1024,depth
2,1,commute,FakeKyiv,1024,depth
2,10,HEA,FakeKyiv,1024,depth
2,10,penalty,FakeKyiv,1024,depth
2,10,cyclic,FakeKyiv,1024,depth
2,1,commute,FakeKyiv,1024,depth
2,10,HEA,FakeKyiv,1024,depth
0,10,penalty,FakeKyiv,4096,depth
0,10,cyclic,FakeKyiv,4096,depth
0,1,commute,FakeKyiv,4096,depth
