pkid,layers,method,backend,shots,ARG,in_constraints_probs,best_solution_probs,iteration_count
2,10,cyclic,FakeBrisbane,1024,75.49759427518721,2.1809895833333335,0.8138020833333334,132.33333333333334
2,10,cyclic,FakeBrisbane,4096,73.07970983916482,2.3356119791666665,0.68359375,146.33333333333334
2,10,cyclic,FakeKyiv,16,51.39171020550331,4.166666666666667,0.0,118.0
2,10,cyclic,FakeKyiv,64,66.75946479885057,3.125,0.5208333333333334,128.33333333333334
2,10,cyclic,FakeKyiv,256,72.36332778213166,1.4322916666666667,0.6510416666666666,136.0
2,10,cyclic,FakeKyiv,1024,74.13462664086991,1.7578125,0.6510416666666666,130.0
2,10,cyclic,FakeKyiv,4096,76.26904886179956,1.8310546875,0.6184895833333334,139.66666666666666
2,10,cyclic,FakeTorino,16,56.12038706025775,2.0833333333333335,2.0833333333333335,115.0
2,10,cyclic,FakeTorino,64,65.53587763409962,2.0833333333333335,0.5208333333333334,141.66666666666666
2,10,cyclic,FakeTorino,256,67.5508759469697,2.9947916666666665,1.0416666666666667,134.66666666666666
2,10,cyclic,FakeTorino,1024,70.62513701127655,2.2786458333333335,0.5859375,144.0
2,10,cyclic,FakeTorino,4096,68.03298741217401,2.7913411458333335,0.6754557291666666,150.0
2,10,penalty,FakeBrisbane,16,59.89657567049809,0.0,0.0,120.33333333333333
2,10,penalty,FakeBrisbane,64,66.8020501349704,4.166666666666667,0.5208333333333334,138.33333333333334
2,10,penalty,FakeBrisbane,256,72.3893297196099,1.6927083333333333,0.6510416666666666,137.33333333333334
2,10,penalty,FakeBrisbane,1024,73.63296240285398,2.0833333333333335,0.6184895833333334,137.33333333333334
2,10,penalty,FakeBrisbane,4096,77.45590407884067,1.806640625,0.5126953125,137.33333333333334
2,10,penalty,FakeKyiv,16,66.72367859630789,6.25,2.0833333333333335,113.0
2,10,penalty,FakeKyiv,64,65.37182112068966,3.6458333333333335,2.0833333333333335,120.0
2,10,penalty,FakeKyiv,256,71.53321074429641,2.2135416666666665,0.5208333333333334,138.33333333333334
2,10,penalty,FakeKyiv,1024,72.84425450626959,2.3111979166666665,0.68359375,135.33333333333334
2,10,penalty,FakeKyiv,4096,75.75989111379147,1.9694010416666667,0.48828125,140.33333333333334
2,10,penalty,FakeTorino,16,49.03026166840822,2.0833333333333335,2.0833333333333335,131.0
2,10,penalty,FakeTorino,64,64.93678052072448,1.5625,0.0,134.33333333333334
2,10,penalty,FakeTorino,256,72.04595156848659,2.734375,0.2604166666666667,133.33333333333334
2,10,penalty,FakeTorino,1024,74.25907658889543,2.1809895833333335,0.48828125,136.33333333333334
2,10,penalty,FakeTorino,4096,74.37531003563382,2.2379557291666665,0.68359375,145.66666666666666
