pkid,layers,method,backend,shots,ARG,in_constraints_probs,best_solution_probs,iteration_count
2,10,penalty,FakeBrisbane,16,69.06681034482759,0,0,124
2,10,cyclic,FakeBrisbane,16,55.338362068965516,12.5,0,125
2,1,commute,FakeBrisbane,16,38.26077586206897,31.25,12.5,20
2,10,HEA,FakeBrisbane,16,57.13793103448276,12.5,0,151
0,10,penalty,FakeBrisbane,64,58.45192307692308,17.1875,3.125,128
0,10,cyclic,FakeBrisbane,64,43.43990384615385,14.0625,4.6875,151
0,1,commute,FakeBrisbane,64,19.042067307692307,60.9375,50.0,20
0,10,HEA,FakeBrisbane,64,54.57211538461539,10.9375,3.125,151
0,10,penalty,FakeBrisbane,64,49.659375,14.0625,3.125,115
0,10,cyclic,FakeBrisbane,64,49.07604166666667,9.375,1.5625,135
0,1,commute,FakeBrisbane,64,23.460416666666667,51.5625,12.5,26
0,10,HEA,FakeBrisbane,64,53.10520833333333,20.3125,1.5625,151
0,10,penalty,FakeBrisbane,64,59.684375,9.375,1.5625,128
0,10,cyclic,FakeBrisbane,64,66.821875,14.0625,3.125,124
0,1,commute,FakeBrisbane,64,27.615625,62.5,54.6875,17
0,10,HEA,FakeBrisbane,64,74.246875,9.375,1.5625,151
1,10,penalty,FakeBrisbane,64,990.90625,1.5625,0,113
1,10,cyclic,FakeBrisbane,64,909.71875,3.125,3.125,138
1,1,commute,FakeBrisbane,64,993.9609375,7.8125,7.8125,25
1,10,HEA,FakeBrisbane,64,944.0078125,1.5625,1.5625,151
1,10,penalty,FakeBrisbane,64,1000.25,0,0,116
1,10,cyclic,FakeBrisbane,64,1031.5234375,0,0,108
1,1,commute,FakeBrisbane,64,959.578125,3.125,3.125,25
1,10,HEA,FakeBrisbane,64,1009.625,0,0,151
1,10,penalty,FakeBrisbane,64,1115.9375,0,0,124
1,10,cyclic,FakeBrisbane,64,1144.0234375,1.5625,0,117
1,1,commute,FakeBrisbane,64,919.03125,1.5625,0,21
1,10,HEA,FakeBrisbane,64,1025.28125,1.5625,1.5625,151
2,10,penalty,FakeBrisbane,64,71.06041666666667,4.6875,0,146
2,10,cyclic,FakeBrisbane,64,71.82135416666667,1.5625,0,124
2,1,commute,FakeBrisbane,64,56.14375,9.375,0,20
2,10,HEA,FakeBrisbane,64,71.68125,1.5625,0,151
2,10,penalty,FakeBrisbane,64,61.20241477272727,6.25,1.5625,136
2,10,cyclic,FakeBrisbane,64,57.28338068181818,6.25,1.5625,138
2,1,commute,FakeBrisbane,64,48.14985795454545,14.0625,7.8125,23
2,10,HEA,FakeBrisbane,64,65.3252840909091,4.6875,1.5625,151
2,10,penalty,FakeBrisbane,64,68.14331896551724,1.5625,0,133
2,10,cyclic,FakeBrisbane,64,68.14493534482759,1.5625,1.5625,138
2,1,commute,FakeBrisbane,64,50.869612068965516,20.3125,10.9375,21
2,10,HEA,FakeBrisbane,64,73.22306034482759,0,0,151
0,10,penalty,FakeBrisbane,256,54.27433894230769,13.671875,0.78125,133
0,10,cyclic,FakeBrisbane,256,63.40925480769231,9.765625,4.296875,132
0,1,commute,FakeBrisbane,256,17.92217548076923,66.015625,48.046875,23
0,10,HEA,FakeBrisbane,256,69.34915865384616,8.59375,2.34375,151
0,10,penalty,FakeBrisbane,256,57.05911458333333,9.375,3.125,119
0,10,cyclic,FakeBrisbane,256,51.55130208333333,18.359375,6.25,151
0,1,commute,FakeBrisbane,256,20.977083333333333,60.15625,13.671875,33
0,10,HEA,FakeBrisbane,256,57.4296875,5.859375,2.734375,151
0,10,penalty,FakeBrisbane,256,82.73046875,8.984375,3.515625,151
0,10,cyclic,FakeBrisbane,256,68.30546875,12.890625,7.03125,145
0,1,commute,FakeBrisbane,256,31.14296875,54.296875,43.359375,24
0,10,HEA,FakeBrisbane,256,92.22421875,9.765625,1.171875,151
1,10,penalty,FakeBrisbane,256,1061.244140625,0.78125,0.78125,151
1,10,cyclic,FakeBrisbane,256,1075.296875,0.390625,0.390625,135
1,1,commute,FakeBrisbane,256,887.712890625,3.515625,2.34375,24
1,10,HEA,FakeBrisbane,256,1122.947265625,0,0,151
1,10,penalty,FakeBrisbane,256,1133.904296875,1.5625,1.5625,135
1,10,cyclic,FakeBrisbane,256,1120.626953125,0.78125,0.390625,125
1,1,commute,FakeBrisbane,256,868.146484375,3.125,2.734375,28
1,10,HEA,FakeBrisbane,256,1131.54296875,0.390625,0.390625,151
1,10,penalty,FakeBrisbane,256,1080.744140625,0.390625,0.390625,123
1,10,cyclic,FakeBrisbane,256,1036.234375,1.171875,1.171875,151
1,1,commute,FakeBrisbane,256,907.28125,4.296875,2.34375,27
1,10,HEA,FakeBrisbane,256,1157.353515625,1.171875,0.78125,151
2,10,penalty,FakeBrisbane,256,75.57877604166667,1.5625,0,136
2,10,cyclic,FakeBrisbane,256,71.36744791666666,2.734375,1.5625,144
2,1,commute,FakeBrisbane,256,46.255859375,18.75,9.765625,24
2,10,HEA,FakeBrisbane,256,74.20377604166667,1.5625,0.78125,151
2,10,penalty,FakeBrisbane,256,68.44549005681819,1.953125,1.171875,137
2,10,cyclic,FakeBrisbane,256,65.38742897727273,3.125,1.171875,138
2,1,commute,FakeBrisbane,256,55.56516335227273,13.671875,8.203125,26
2,10,HEA,FakeBrisbane,256,66.1063565340909,3.90625,1.5625,151
2,10,penalty,FakeBrisbane,256,73.14372306034483,1.5625,0.78125,139
2,10,cyclic,FakeBrisbane,256,77.19989224137932,3.125,1.5625,147
2,1,commute,FakeBrisbane,256,60.06600215517241,11.71875,7.421875,27
2,10,HEA,FakeBrisbane,256,74.85008081896552,2.34375,0.390625,151
0,10,penalty,FakeBrisbane,1024,69.74060997596153,7.51953125,2.34375,146
0,10,cyclic,FakeBrisbane,1024,57.48970853365385,13.671875,1.85546875,141
0,1,commute,FakeBrisbane,1024,22.59217247596154,59.66796875,47.4609375,25
0,10,HEA,FakeBrisbane,1024,68.70372596153847,8.49609375,1.3671875,151
0,10,penalty,FakeBrisbane,1024,58.145572916666666,9.47265625,2.9296875,150
0,10,cyclic,FakeBrisbane,1024,54.072591145833336,9.66796875,1.66015625,151
0,1,commute,FakeBrisbane,1024,18.302278645833333,61.23046875,13.0859375,28
0,10,HEA,FakeBrisbane,1024,60.325390625,8.49609375,2.05078125,151
0,10,penalty,FakeBrisbane,1024,84.0869140625,10.7421875,1.85546875,151
0,10,cyclic,FakeBrisbane,1024,67.9357421875,14.35546875,3.02734375,151
0,1,commute,FakeBrisbane,1024,32.1576171875,57.32421875,45.41015625,27
0,10,HEA,FakeBrisbane,1024,85.5259765625,9.47265625,1.3671875,151
1,10,penalty,FakeBrisbane,1024,1205.220703125,0.390625,0.1953125,151
1,10,cyclic,FakeBrisbane,1024,1167.29345703125,0.68359375,0.390625,134
1,1,commute,FakeBrisbane,1024,970.36767578125,2.9296875,2.24609375,27
1,10,HEA,FakeBrisbane,1024,1178.03466796875,0.09765625,0.09765625,151
1,10,penalty,FakeBrisbane,1024,1053.02490234375,0.78125,0.68359375,151
1,10,cyclic,FakeBrisbane,1024,1130.775390625,0.78125,0.5859375,145
1,1,commute,FakeBrisbane,1024,1052.640625,2.34375,1.26953125,28
1,10,HEA,FakeBrisbane,1024,1155.0009765625,0.29296875,0.09765625,151
1,10,penalty,FakeBrisbane,1024,1119.6318359375,0.29296875,0.09765625,145
1,10,cyclic,FakeBrisbane,1024,1103.62255859375,0.9765625,0.87890625,151
1,1,commute,FakeBrisbane,1024,952.83203125,3.22265625,1.85546875,26
1,10,HEA,FakeBrisbane,1024,1191.33154296875,0.390625,0.1953125,151
2,10,penalty,FakeBrisbane,1024,74.81650390625,1.5625,0.29296875,151
2,10,cyclic,FakeBrisbane,1024,78.09264322916667,2.1484375,1.07421875,139
2,1,commute,FakeBrisbane,1024,45.678385416666664,14.35546875,7.421875,33
2,10,HEA,FakeBrisbane,1024,77.19576822916666,1.85546875,0.1953125,151
2,10,penalty,FakeBrisbane,1024,68.64905894886364,2.5390625,0.87890625,125
2,10,cyclic,FakeBrisbane,1024,68.98473011363636,1.953125,0.78125,122
2,1,commute,FakeBrisbane,1024,52.95814098011363,15.8203125,10.7421875,27
2,10,HEA,FakeBrisbane,1024,69.1527432528409,2.83203125,0.5859375,151
2,10,penalty,FakeBrisbane,1024,77.43332435344827,2.1484375,0.68359375,136
2,10,cyclic,FakeBrisbane,1024,79.41540948275862,2.44140625,0.5859375,136
2,1,commute,FakeBrisbane,1024,60.59856546336207,11.1328125,7.421875,25
2,10,HEA,FakeBrisbane,1024,79.83193022629311,1.66015625,0.390625,151
0,10,penalty,FakeBrisbane,4096,58.93962214543269,12.158203125,3.1005859375,151
0,10,cyclic,FakeBrisbane,4096,57.39156400240385,13.7451171875,1.513671875,148
0,1,commute,FakeBrisbane,4096,25.357083834134617,58.2763671875,46.923828125,35
0,10,HEA,FakeBrisbane,4096,67.93117112379808,9.6435546875,2.34375,151
0,10,penalty,FakeBrisbane,4096,53.775569661458334,8.0322265625,1.025390625,123
0,10,cyclic,FakeBrisbane,4096,57.105550130208336,10.986328125,1.025390625,128
0,1,commute,FakeBrisbane,4096,20.333463541666667,58.1298828125,11.865234375,26
0,10,HEA,FakeBrisbane,4096,59.665478515625,8.10546875,2.5390625,151
0,10,penalty,FakeBrisbane,4096,65.32705078125,15.0146484375,0.7080078125,140
0,10,cyclic,FakeBrisbane,4096,69.17021484375,19.091796875,6.8603515625,136
0,1,commute,FakeBrisbane,4096,31.975244140625,58.349609375,47.802734375,30
0,10,HEA,FakeBrisbane,4096,89.40693359375,9.228515625,2.24609375,151
1,10,penalty,FakeBrisbane,4096,1076.6177978515625,0.634765625,0.4150390625,151
1,10,cyclic,FakeBrisbane,4096,1115.2508544921875,0.634765625,0.4150390625,151
1,1,commute,FakeBrisbane,4096,947.6112060546875,3.7109375,2.6611328125,32
1,10,HEA,FakeBrisbane,4096,1181.81005859375,0.48828125,0.3173828125,151
1,10,penalty,FakeBrisbane,4096,1061.19482421875,0.537109375,0.3173828125,151
1,10,cyclic,FakeBrisbane,4096,1105.3902587890625,0.4638671875,0.29296875,151
1,1,commute,FakeBrisbane,4096,1005.4398193359375,1.8310546875,1.416015625,24
1,10,HEA,FakeBrisbane,4096,1188.0616455078125,0.3662109375,0.2197265625,151
1,10,penalty,FakeBrisbane,4096,1131.7447509765625,0.341796875,0.1708984375,140
1,10,cyclic,FakeBrisbane,4096,1131.9427490234375,0.537109375,0.341796875,151
1,1,commute,FakeBrisbane,4096,860.783203125,3.4912109375,2.3193359375,27
1,10,HEA,FakeBrisbane,4096,1183.9029541015625,0.4150390625,0.341796875,151
2,10,penalty,FakeBrisbane,4096,78.60816243489583,1.7578125,0.439453125,141
2,10,cyclic,FakeBrisbane,4096,73.35582682291667,2.05078125,0.634765625,151
2,1,commute,FakeBrisbane,4096,46.27793782552083,17.578125,8.251953125,31
2,10,HEA,FakeBrisbane,4096,77.1391357421875,2.734375,0.4638671875,151
2,10,penalty,FakeBrisbane,4096,72.47312233664773,2.0751953125,0.7080078125,134
2,10,cyclic,FakeBrisbane,4096,71.76179643110795,2.8564453125,1.0009765625,137
2,1,commute,FakeBrisbane,4096,56.00824529474432,15.4541015625,9.619140625,29
2,10,HEA,FakeBrisbane,4096,69.83087713068181,2.685546875,0.78125,151
2,10,penalty,FakeBrisbane,4096,81.28642746497844,1.5869140625,0.390625,137
2,10,cyclic,FakeBrisbane,4096,74.12150626346983,2.099609375,0.4150390625,151
2,1,commute,FakeBrisbane,4096,60.89959927262931,12.20703125,8.6181640625,27
2,10,HEA,FakeBrisbane,4096,81.41545999461206,1.806640625,0.2685546875,151
