pkid,pbid,layers,variables,constraints,method,ARG,in_constraints_probs,best_solution_probs,iteration_count
3,14,7,28,15,cyclic,0.00014648437500334546,0,0,142
3,15,7,28,15,cyclic,0.25875040690103823,0,0,143
4,0,7,12,6,cyclic,0.008610026041666856,9.08203125,8.203125,143
4,1,7,12,6,cyclic,0.021500651041666857,8.88671875,7.6171875,151
4,2,7,12,6,cyclic,0.047477213541666,14.84375,10.64453125,151
5,0,7,15,9,cyclic,0.008633535879625072,1.07421875,0.9765625,149
5,1,7,15,9,cyclic,0.03707320601851549,0.1953125,0.1953125,134
5,2,7,15,9,cyclic,0.02067057291666373,0.68359375,0.390625,126
6,0,7,24,12,cyclic,0.35146484375000087,0.390625,0.1953125,112
6,1,7,24,12,cyclic,0.2640340169270853,0.29296875,0,151
6,2,7,24,12,cyclic,0.34656575520833227,0.09765625,0,130
6,3,7,24,12,cyclic,0.37410074869791515,0.390625,0.09765625,117
6,4,7,24,12,cyclic,0.38181152343750085,0.29296875,0,111
6,5,7,24,12,cyclic,0.370998128255207,0.09765625,0,117
6,6,7,24,12,cyclic,0.34653523763020955,0.29296875,0,139
6,7,7,24,12,cyclic,0.38872477213541484,0.9765625,0.09765625,133
6,8,7,24,12,cyclic,0.35774943033854245,0,0,117
6,9,7,24,12,cyclic,0.36693318684895987,0.390625,0,137
6,10,7,24,12,cyclic,0.30275065104166515,0.09765625,0,139
6,11,7,24,12,cyclic,0.3298990885416663,0.09765625,0,115
6,12,7,24,12,cyclic,0.3660176595052096,0.09765625,0,124
6,13,7,24,12,cyclic,0.3509134928385413,0.1953125,0.09765625,113
6,14,7,24,12,cyclic,0.3463724772135393,0.1953125,0,132
7,0,7,28,16,cyclic,0.37736358642578127,0,0,120
7,1,7,28,16,cyclic,0.35763015747070315,0.09765625,0,134
7,2,7,28,16,cyclic,0.35819549560546876,0,0,137
7,3,7,28,16,cyclic,0.34584617614746094,0,0,115
7,4,7,28,16,cyclic,0.35564727783203126,0,0,123
7,5,7,28,16,cyclic,0.3569793701171875,0.09765625,0,129
7,6,7,28,16,cyclic,0.36177978515625,0,0,127
7,7,7,28,16,cyclic,0.3723140716552734,0,0,120
7,8,7,28,16,cyclic,0.37637672424316404,0,0,114
7,9,7,28,16,cyclic,0.36417198181152344,0,0,110
7,10,7,28,16,cyclic,0.3677364349365234,0.09765625,0,131
7,11,7,28,16,cyclic,0.37261810302734377,0,0,118
7,12,7,28,16,cyclic,0.3625202178955078,0,0,124
7,13,7,28,16,cyclic,0.3603218078613281,0,0,115
8,0,7,8,6,cyclic,0.1405373597756408,10.05859375,7.12890625,151
8,1,7,8,6,cyclic,0.07691742271505381,73.73046875,72.55859375,151
8,2,7,8,6,cyclic,0.16317894345238088,13.96484375,12.5,151
8,3,7,8,6,cyclic,0.0468004014756942,71.97265625,58.7890625,151
8,4,7,8,6,cyclic,0.15277427755376335,70.01953125,65.4296875,151
8,5,7,8,6,cyclic,0.09112363873106055,87.01171875,80.56640625,151
8,6,7,8,6,cyclic,0.5679563492063496,4.98046875,2.05078125,151
8,7,7,8,6,cyclic,0.08844150641025618,86.9140625,71.19140625,151
8,8,7,8,6,cyclic,0.12393579727564094,50.87890625,40.234375,151
8,9,7,8,6,cyclic,0.002178485576923077,99.4140625,99.21875,151
8,10,7,8,6,cyclic,0.00787353515625,18.65234375,17.67578125,151
8,11,7,8,6,cyclic,0.030707465277777974,52.24609375,45.3125,151
8,12,7,8,6,cyclic,0.20367431640624986,17.96875,9.375,151
8,13,7,8,6,cyclic,0.04480502136752143,60.05859375,42.08984375,151
8,14,7,8,6,cyclic,0.03870271381578929,24.12109375,23.92578125,151
8,15,7,8,6,cyclic,0.034572557471264406,96.58203125,93.1640625,151
9,0,7,18,9,cyclic,0.31195478609396254,4.6875,0.68359375,138
9,1,7,18,9,cyclic,0.3145102041738994,8.59375,1.5625,147
9,2,7,18,9,cyclic,0.29758452767927224,16.69921875,4.58984375,147
9,3,7,18,9,cyclic,0.32025314577397634,2.83203125,0.48828125,143
9,4,7,18,9,cyclic,0.3157701014433531,9.765625,1.66015625,109
9,5,7,18,9,cyclic,0.2881862552410892,13.18359375,6.15234375,151
9,6,7,18,9,cyclic,0.2098053012766531,6.34765625,1.85546875,147
9,7,7,18,9,cyclic,0.28489149305555383,10.64453125,0.48828125,151
9,8,7,18,9,cyclic,0.3117035999737927,12.5,1.85546875,120
9,9,7,18,9,cyclic,0.13339213111348341,3.3203125,1.07421875,147
9,10,7,18,9,cyclic,0.3132178151709374,8.59375,2.24609375,118
9,11,7,18,9,cyclic,0.2962307826694602,16.6015625,3.90625,151
9,12,7,18,9,cyclic,0.10525327521670648,0.09765625,0,151
9,13,7,18,9,cyclic,0.3068386932319203,8.3984375,2.83203125,124
9,14,7,18,9,cyclic,0.31097255608974106,13.18359375,3.515625,151
9,15,7,18,9,cyclic,0.2500428122637925,2.9296875,0.78125,121
10,0,7,24,11,cyclic,0.1915245756145831,0.68359375,0,151
10,1,7,24,11,cyclic,0.337105559729525,2.24609375,0,118
10,2,7,24,11,cyclic,0.3225361347606125,4.296875,0.48828125,151
10,3,7,24,11,cyclic,0.10446461994498075,88.4765625,0,151
10,4,7,24,11,cyclic,0.30517339891590656,9.08203125,1.26953125,143
10,5,7,24,11,cyclic,0.24276945592286475,0.5859375,0,119
10,6,7,24,11,cyclic,0.27234986840810593,2.44140625,0.09765625,151
10,7,7,24,11,cyclic,0.3101072307253131,4.19921875,0.09765625,121
10,8,7,24,11,cyclic,0.31837106937299686,8.69140625,0.9765625,138
10,9,7,24,11,cyclic,0.17325675909939842,25.68359375,0.1953125,151
10,10,7,24,11,cyclic,0.1116984689499463,1.171875,0,139
10,11,7,24,11,cyclic,0.3171671117116772,3.125,0.1953125,139
10,12,7,24,11,cyclic,0.2864742893274418,4.58984375,0,109
10,13,7,24,11,cyclic,0.33328207437094054,6.93359375,0.1953125,122
10,14,7,24,11,cyclic,0.2963571797520616,11.9140625,1.26953125,127
10,15,7,24,11,cyclic,0.14861793923405944,0.78125,0.09765625,151
11,0,7,27,12,cyclic,0.017893198374154637,0,0,151
11,1,7,27,12,cyclic,0.3005176685474596,0.9765625,0,138
11,2,7,27,12,cyclic,0.3405940755208378,2.5390625,0,115
11,3,7,27,12,cyclic,0.3404839963329024,3.125,0,110
11,4,7,27,12,cyclic,0.32284451514175727,2.734375,0.1953125,121
11,5,7,27,12,cyclic,0.32336841930043253,6.73828125,0.1953125,126
11,6,7,27,12,cyclic,0.10917091369628906,99.70703125,0,151
11,7,7,27,12,cyclic,0.3207070707070743,0.390625,0,137
11,8,7,27,12,cyclic,0.2775103251139367,1.171875,0.09765625,122
11,9,7,27,12,cyclic,0.3360564701140896,2.63671875,0,119
11,10,7,27,12,cyclic,0.3347765194472469,3.02734375,0.09765625,124
11,11,7,27,12,cyclic,0.3220777816424132,4.19921875,0.09765625,142
11,12,7,27,12,cyclic,0.3265675715202338,6.640625,0.68359375,119
11,13,7,27,12,cyclic,0.31699255741004173,9.47265625,1.07421875,151
11,14,7,27,12,cyclic,0.18114058883101858,0.5859375,0,135
11,15,7,27,12,cyclic,0.2824980417887417,1.171875,0,138
