pkid,pbid,layers,variables,constraints,method,ARG,in_constraints_probs,best_solution_probs,iteration_count
2,0,7,24,12,cyclic,0.868335542224701,0.29296875,0,137
2,1,7,24,12,cyclic,4.256917317708337,0.48828125,0,123
2,2,7,24,12,cyclic,0.7131212022569458,0,0,151
2,3,7,24,12,cyclic,1.02835930718316,0.29296875,0,127
2,0,7,24,12,penalty,1.6894027467757933,0,0,119
2,1,7,24,12,penalty,6.674591064453134,0,0,126
2,2,7,24,12,penalty,1.5206882052951367,0.09765625,0,118
2,3,7,24,12,penalty,1.8214365641276042,0,0,130
3,0,7,28,16,cyclic,1.1505467551095145,0,0,123
3,1,7,28,16,cyclic,2.426668439592634,0,0,121
3,2,7,28,16,cyclic,0.7017785852605646,0.0,0,120
3,0,7,28,16,penalty,1.452963147844587,0,0,150
3,1,7,28,16,penalty,3.653711591448103,0,0,148
3,2,7,28,16,penalty,0.5821727405894886,0,0,137
