pid,layers,variables,constraints,method,ARG,in_constraints_probs,best_solution_probs
0,1,15,8,commute,1.3083599999999997,100.0,9.379999999999999
0,2,15,8,commute,0.7927199999999999,100.0,13.950000000000001
0,3,15,8,commute,0.8393,99.99999999999999,12.540000000000001
0,1,15,8,penalty,323.92407999999904,1.6999999999999997,0.02
0,2,15,8,penalty,283.8890799999998,1.9300000000000002,0.04
0,3,15,8,penalty,234.73707999999974,3.11,0
0,1,15,8,cyclic,340.83051999999964,0.13,0
0,2,15,8,cyclic,276.75139999999953,1.01,0
0,3,15,8,cyclic,154.17042,33.309999999999995,0
0,1,15,8,HEA,326.4558,0,0
0,2,15,8,HEA,501.3270800000002,0.19000000000000003,0
0,3,15,8,HEA,542.4478400000011,0.2599999999999999,0
